date,startup,vertical,subvertical,city,investors,round,amount
2017-05-23,Box8,Consumer Internet,Food Delivery Platform,Mumbai,Consumer Internet,Private Equity,8.25
2017-05-24,GenNext Students,Consumer Internet,Online Tutoring Services,Mumbai,Consumer Internet,Seed Funding,4.785
2017-05-25,Aye Finance,Finance,Non-Banking Financial Company,Gurugram,Finance,Private Equity,66.0
2017-05-26,WhatsLoan,Consumer Internet,Online Lending mobile app,Bangalore,Consumer Internet,Seed Funding,0.0
2017-05-29,Cube Consumer Services,Consumer Internet,Finance management Mobile app,Mumbai,Consumer Internet,Seed Funding,0.0
2017-05-29,Nivesh,Consumer Internet,Online MF investment platform,Noida,Consumer Internet,Seed Funding,0.0
2017-05-29,Wowflux,Technology,image Processing solution,Delhi,Technology,Seed Funding,0.0
2017-05-29,Collateral Medical,eCommerce,Online Medical equipment supplier,Mumbai,eCommerce,Private Equity,28.875
2017-05-30,Loadshare,Logistics,Express Logistics Network,Bangalore,Logistics,Seed Funding,0.0
2017-05-30,SimpliLend,Consumer Internet,Online lending platform,Delhi,Consumer Internet,Seed Funding,0.0
2017-05-30,Supr Daily,Consumer Internet,Subscription based delivery platform,Mumbai,Consumer Internet,Private Equity,12.375
2017-05-30,Swiggy,Consumer Internet,Online food delivery platform,Bangalore,Consumer Internet,Private Equity,660.0
2017-05-31,SastaSundar,eCommerce,Online Pharmacy,Kolkata,eCommerce,Private Equity,41.25
2017-05-31,Magicpin,Consumer Internet,Hyperlocal Discovery\\xc2\\xa0 & Rewards platform,Gurugram,Consumer Internet,Private Equity,57.75
2017-01-04,Cashe,Consumer Internet,Online & Mobile based Lending platform,Mumbai,Consumer Internet,Private Equity,31.35
2017-03-04,Eruditus,Education,Executive Education Provider,Mumbai,Education,Private Equity,67.65
2017-03-04,TestBook,Consumer Internet,Online Test Preparation Platform,Mumbai,Consumer Internet,Private Equity,0.0
2017-03-04,Healthcare at Home,Healthcare,Home Healthcare Provider,Noida,Healthcare,Private Equity,330.0
2017-03-04,Tyre Express,Technology,Enterprise IoT solutions For Tyre Performance,Mumbai,Technology,Seed Funding,0.0
2017-03-04,SmartCoin,Consumer Internet,Micro Lending platform,Bangalore,Consumer Internet,Private Equity,0.0
2017-04-04,WayCool,Food & Beverage,Fresh-Produce Distribution Platform,Chennai,Food & Beverage,Private Equity,22.275
2017-04-04,Perfios,Technology,Fin-Tech Solutions,Bangalore,Technology,Private Equity,50.325
2017-04-04,Whatfix,Technology,Interactive Tech-Support Guides,Bangalore,Technology,Private Equity,30.4425
2017-04-04,ElastiRun,Technology,App based Logistics & Distribution platform,Pune,Technology,Private Equity,57.75
2017-04-04,Trukky,Consumer Internet,Online Truck Aggregator & Booking platform,Ahmedabad,Consumer Internet,Seed Funding,4.125
2017-04-04,Konsult App,Consumer Internet,App based Doctor Consulting platform,Delhi,Consumer Internet,Seed Funding,4.125
2017-05-04,Credit Sudhaar,Consumer Internet,Credit Score Improvement platform,Mumbai,Consumer Internet,Seed Funding,0.0
2017-05-04,Fingerlix,Consumer Internet,Food Delivery Platform,Mumbai,Consumer Internet,Private Equity,24.75
2017-05-04,DataWeave,Technology,Business Intelligence Solutions,Bangalore,Technology,Private Equity,0.0
2017-06-04,Medwell Ventures,Healthcare,Home-Based Healthcare provider,Bangalore,Healthcare,Private Equity,173.25
2017-06-04,Mech Mocha,Consumer Internet,Mobile gaming startup,Bangalore,Consumer Internet,Private Equity,41.25
2017-07-04,Startup Buddy,Consumer Internet,Startup Support Platform,Gurugram,Consumer Internet,Seed Funding,0.0
2017-07-04,QorQI,Healthcare,Online Healthcare provider,Noida,Healthcare,Seed Funding,0.0
2017-07-04,Twenty Two Motors,Technology,Smart Scooter manufacturer,Gurugram,Technology,Seed Funding,0.0
2017-07-04,PharmEasy,eCommerce,Online Pharmacy,Mumbai,eCommerce,Private Equity,148.5
2017-08-04,WonderChef,eCommerce,Online marketplace for kitchen products,Mumbai,eCommerce,Private Equity,0.0
2017-08-04,FastFox,Consumer Internet,Online rental discovery platform,Gurugram,Consumer Internet,Private Equity,37.95
2017-10-04,Omnify,Technology,SaaS platform for SMEs,Bangalore,Technology,Seed Funding,1.2375
2017-10-04,Capital Float,Consumer Internet,Online Lending Platform for SME,Bangalore,Consumer Internet,Private Equity,18.975
2017-11-04,Ninjacart,eCommerce,B2B agri-marketing platform,Bangalore,eCommerce,Private Equity,45.375
2017-11-04,MergerWare,Technology,Software solutions for M&As,Bangalore,Technology,Seed Funding,0.825
2017-11-04,Sports Flashes,Consumer Internet,Online Sports portal & Mobile app,Delhi,Consumer Internet,Seed Funding,0.0
2017-12-04,Clovia,eCommerce,Online lingerie & Sleepwear etailer,Delhi,eCommerce,Private Equity,33.0
2017-12-04,Emiza,Logistics,Third Party Logistics provider,Mumbai,Logistics,Private Equity,37.125
2017-12-04,HackerEarth,Consumer Internet,Online Skill Assessment Platform,Bangalore,Consumer Internet,Private Equity,37.125
2017-12-04,Squadrun,Technology,Software-As-a-Service Platform,Noida,Technology,Private Equity,17.325
2017-12-04,Tinmen,Consumer Internet,Food Delivery Platform,Hyderabad,Consumer Internet,Seed Funding,0.0
2017-12-04,ScoutMyTrip,Consumer Internet,Online Travel planner,Mumbai,Consumer Internet,Seed Funding,0.0
2017-04-13,SafetyKart,eCommerce,Safety & Hygiene Products etailer,Gurugram,eCommerce,Private Equity,0.0
2017-04-13,WeAreHolidays,Consumer Internet,Travel Packages & Planner marketplace,Gurugram,Consumer Internet,Private Equity,63.525
2017-04-14,Ola Cabs,Consumer Internet,Cab Aggregator App,Bangalore,Consumer Internet,Private Equity,2145.0
2017-04-15,Myly,Consumer Internet,Mobile App for Schools,Jaipur,Consumer Internet,Seed Funding,2.5575
2017-04-17,CrediHealth,Consumer Internet,Online Medical Assistance platform,Gurugram,Consumer Internet,Private Equity,12.375
2017-04-17,Navia Life Care,Technology,Health Technology platform,Delhi,Technology,Seed Funding,0.0
2017-04-17,Raw Pressery,Food & Beverages,Raw Pressed Juices manufacturer,Mumbai,Food & Beverages,Seed Funding,0.0
2017-04-17,Snackible,Food & Beverages,Healthy Snacks manufacturer,Mumbai,Food & Beverages,Seed Funding,1.44375
2017-04-17,Be U Salons,Consumer Internet,Online Salon discovery & Booking Services,Delhi,Consumer Internet,Seed Funding,5.115
2017-04-17,Simulanis,Consumer Internet,eLearning & Skills Development plat,Delhi,Consumer Internet,Seed Funding,0.0
2017-04-17,LendingKart,Consumer Internet,Lending platform for small businesses,Ahmedabad,Consumer Internet,Private Equity,38.3625
2017-04-18,Innefu Security Consulting,Technology,Cyber Security solutions using AI,Delhi,Technology,Private Equity,16.5
2017-04-18,Whodat,Technology,Markerless AR platform,Bangalore,Technology,Private Equity,4.95
2017-04-18,Absentia VR,Technology,Virtual Reality Startup,Bangalore,Technology,Private Equity,10.3125
2017-04-19,IOTrek,Technology,IoT Platform for Bus,Delhi,Technology,Seed Funding,1.27875
2017-04-20,HolaChef,Consumer Internet,Online Food Delivery,Mumbai,Consumer Internet,Private Equity,24.75
2017-04-20,Wooplr,eCommerce,Social Commerce\\xc2\\xa0 Fashion platform,Bangalore,eCommerce,Private Equity,0.0
2017-04-21,Video Ken,Consumer Internet,Video Based Collaborative Learning,Bangalore,Consumer Internet,Seed Funding,8.25
2017-04-24,Faasos,Food & Beverage,QSR chain and online food delivery,Pune,Food & Beverage,Private Equity,51.975
2017-04-24,Oyo Rooms,Consumer Internet,Branded Budget Hotels Aggregator,Gurugram,Consumer Internet,Private Equity,2062.5
2017-04-24,Toppr,Consumer Internet,Learning mobile app for students,Mumbai,Consumer Internet,Private Equity,26.4
2017-04-24,Niramai,Healthcare,Breast Cancer Screening Solutions,Bangalore,Healthcare,Seed Funding,0.0
2017-04-25,The Office Pass,Consumer Internet,CoWorking Spaces booking platform,Gurugram,Consumer Internet,Seed Funding,2.02125
2017-04-25,UrbanClap,Consumer Internet,Mobile Services Marketplace,Gurugram,Consumer Internet,Private Equity,25.575
2017-04-26,Awfis,Consumer Internet,Collaborative co-Working Spaces,Mumbai,Consumer Internet,Private Equity,165.0
2017-04-26,Myra,Consumer Internet,Online Pharmacy,Bangalore,Consumer Internet,Private Equity,0.0
2017-04-26,Flytxt,Technology,Customer data analytics software,Mumbai,Technology,Private Equity,90.75
2017-04-26,Howdy Ventures,Consumer Internet,Public and Private Events creation app,Chennai,Consumer Internet,Seed Funding,12.375
2017-04-26,StalkBuyLove,eCommerce,Online fashion marketplace,Delhi,eCommerce,Private Equity,8.25
2017-04-26,ZipGo,Consumer Internet,Bus Pooling services platform,Bangalore,Consumer Internet,Private Equity,0.0
2017-04-27,Scootsy,Consumer Internet,On-Demand Food Delivery,Mumbai,Consumer Internet,Private Equity,29.7
2017-04-27,Autobix,Technology,Software Solutions for Auto Dealership,Pune,Technology,Seed Funding,0.0
2017-04-27,eShiksha,Technology,Education Institution Management Solutions,Jaipur,Technology,Seed Funding,0.0
2017-04-27,iNurture,Consumer Internet,Online Educational courses,Bangalore,Consumer Internet,Private Equity,12.375
2017-04-28,Sepalika,Consumer Internet,Healthcare related content platform,Delhi,Consumer Internet,Seed Funding,6.1875
2017-04-28,Mintwalk,Consumer Internet,Financial advisory mobile app,Mumbai,Consumer Internet,Seed Funding,0.0
2017-04-29,Qriyo,Consumer Internet,Tutor Discovery & Booking platform,Jaipur,Consumer Internet,Private Equity,0.0
2017-01-03,Ola,Consumer Internet,App based cab aggregator,Bangalore,Consumer Internet,Private Equity,2722.5
2017-01-03,Belong,Consumer Internet,Online Jon Portal,Bangalore,Consumer Internet,Private Equity,82.5
2017-01-03,Seenit,Consumer Internet,AI based Fashion Search Portal,Kolkata,Consumer Internet,Seed Funding,0.0
2017-01-03,Paalak,ECommerce,Fresh Produce Selling portal,Delhi,ECommerce,Seed Funding,0.0
2017-02-03,Celes Care,Consumer Internet,Women Healthcare & Information portal,Hyderabad,Consumer Internet,Private Equity,12.375
2017-02-03,Karomi,Technology,Packaging Artwork Management software,Chennai,Technology,Seed Funding,4.125
2017-02-03,Red Carpet,Consumer Internet,Micro Lending platform,Gurugram,Consumer Internet,Private Equity,20.625
2017-02-03,Kreate Konnect,Technology,End-to-End Seller e-commerce solutions Provider,Vadodara,Technology,Seed Funding,0.0
2017-02-03,CreditMantri,Consumer Internet,Online Credit score & lending platform,Chennai,Consumer Internet,Private Equity,62.7
2017-03-03,Lets Endorse,Consumer Internet,Online Ecosystem of social innovators,Bangalore,Consumer Internet,Seed Funding,0.0
2017-03-03,Tydy,Technology,Employee Onboarding and Engagement platform,Bangalore,Technology,Seed Funding,2.26875
2017-03-03,Nactus,Consumer Internet,Professional Tutors discovery & booking mobile app,Jaipur,Consumer Internet,Seed Funding,0.0
2017-03-03,Oho Shop,Technology,eCommerce Mobile App Builder,Ahmedabad,Technology,Private Equity,55.275
2017-03-03,Emojifi,Consumer Internet,Mobile App for live emoji,Hyderabad,Consumer Internet,Seed Funding,0.0
2017-03-03,Paytm Marketplace,ECommerce,ECommerce Marketplace,Bangalore,ECommerce,Private Equity,1650.0
2017-04-03,iGenetics,Healthcare,Health Diagnostic Solutions,Mumbai,Healthcare,Private Equity,160.875
2017-06-03,Juno Clinic,Consumer Internet,Online Counseling Platform,Mumbai,Consumer Internet,Seed Funding,9.9
2017-06-03,Summerlabel,Consumer Internet,Fashion and Lifestyle discovery platform,Gurugram,Consumer Internet,Seed Funding,1.2375
2017-06-03,PickMe,Consumer Internet,Gadget Insurance & Repair Services platform,Mumbai,Consumer Internet,Private Equity,14.7675
2017-07-03,Agrostar,Technology,Direct-to-Farmer Mobile-Based Retail platform,Pune,Technology,Private Equity,82.5
2017-07-03,Zapr,Technology,"DSP, TV Analytics & Cross-Platform advertising",Bangalore,Technology,Private Equity,82.5
2017-07-03,Data Resolve,Technology,Cyber Security Solutions,Noida,Technology,Private Equity,8.25
2017-07-03,Book Servicing,Consumer Internet,Online Vehicle Services Booking platform,Delhi,Consumer Internet,Seed Funding,0.2475
2017-07-03,Blowhorn,Consumer Internet,Intra-City Logistics provider,Bangalore,Consumer Internet,Private Equity,30.1125
2017-08-03,Rivigo,Logistics,Technology Enabled Logistics Company,Gurugram,Logistics,Private Equity,123.75
2017-08-03,PipeCandy,Technology,Intelligent Sales Prospecting Platform,Chennai,Technology,Seed Funding,9.075
2017-08-03,Supr Daily,Consumer Internet,Subscription based Home Delivery Platform,Mumbai,Consumer Internet,Seed Funding,0.99
2017-08-03,Parentune,Consumer Internet,Online Community for Parents,Gurugram,Consumer Internet,Private Equity,0.0
2017-09-03,AppBrowzer,Consumer Internet,Instant Mobile Apps Store,Bangalore,Consumer Internet,Seed Funding,4.125
2017-09-03,MagicBricks,Consumer Internet,Online Real Estate Portal,Mumbai,Consumer Internet,Private Equity,37.125
2017-10-03,PeeBuddy,Healthcare,Female Hygiene product manufacturer,Delhi,Healthcare,Seed Funding,3.65475
2017-10-03,iOrderFresh,ECommerce,Online fresh fruits and grocery store,Delhi,ECommerce,Seed Funding,0.0
2017-10-03,Lavelle Networks,Technology,SDN Solutions,Bangalore,Technology,Seed Funding,4.95
2017-10-03,PropertyShare,Consumer Internet,Fractional Proerty Ownership & Rental platform,Bangalore,Consumer Internet,Seed Funding,0.0
2017-03-14,MyDermacy,Consumer Internet,Online Dermatology consultation platform,Delhi,Consumer Internet,Private Equity,0.0
2017-03-15,LatestOne,eCommerce,Tech Accessories e-tailer,Hyderabad,eCommerce,Private Equity,27.6375
2017-03-15,Frapperz,Consumer Internet,On-demand home services provider,Kolkata,Consumer Internet,Seed Funding,0.825
2017-03-16,mPaani,Consumer Internet,Loyalty rewards app,Mumbai,Consumer Internet,Private Equity,11.1375
2017-03-16,ShilpMIS,Technology,Virtual Reality platform,Surat,Technology,Seed Funding,0.0
2017-03-16,POPxo,Consumer Internet,Digital Media publication for women,Delhi,Consumer Internet,Private Equity,25.575
2017-03-16,Fitso,Consumer Internet,Fitness Mobile App,Gurugram,Consumer Internet,Seed Funding,1.65
2017-03-17,FarMart,Technology,Farming rental equipment provider,Gurugram,Technology,Seed Funding,0.0
2017-03-21,Flipkart,eCommerce,ECommerce Marketplace,Bangalore,eCommerce,Private Equity,11550.0
2017-03-21,Airpay,Technology,Online payment Gateway,Mumbai,Technology,Private Equity,30.2775
2017-03-21,MyGlamm,Consumer Internet,On-Demand Beauty Services,Mumbai,Consumer Internet,Private Equity,43.725
2017-03-22,The Mons Co.,eCommerce,Pregnancy & Baby Care etailer,Delhi,eCommerce,Seed Funding,0.0
2017-03-22,Haqdarshak,Consumer Internet,Tech-Enabled Social Enterprise,Bangalore,Consumer Internet,Seed Funding,1.57575
2017-03-23,Ixigo,Consumer Internet,Online Travel Search Engine,Gurugram,Consumer Internet,Private Equity,123.75
2017-03-23,Markets and Markets,Technology,Marketing Research Company,Pune,Technology,Private Equity,462.0
2017-03-24,Bizom,Technology,supply chain automation platform,Bangalore,Technology,Seed Funding,3.1515
2017-03-24,BabyonBoard,Consumer Internet,Parenting Mobile App,Bangalore,Consumer Internet,Seed Funding,0.0
2017-03-24,Delhivery,Technology,Tech enabled Fulfilment & Logistics Solutions,Delhi,Technology,Private Equity,825.0
2017-03-27,Sport Flashes,Consumer Internet,Sports Based Online Media portal,Delhi,Consumer Internet,Seed Funding,0.0
2017-03-28,Fynd,ECommerce,Online fashion marketplace,Mumbai,ECommerce,Private Equity,4.125
2017-03-28,Wigzo,Technology,Enterprise Automation suite,Delhi,Technology,Private Equity,0.0
2017-03-28,DoneThing,Consumer Internet,On-demand Personal Assistant service,Gurugram,Consumer Internet,Private Equity,2.475
2017-03-29,Zapyle,ECommerce,Luxury Fashion Marketplace,Bangalore,ECommerce,Seed Funding,0.0
2017-03-29,Ithaka,Consumer Internet,Vacation Trip Planning platform,Mumbai,Consumer Internet,Seed Funding,2.68125
2017-03-29,perpule,eCommerce,Self-Checkout ECommerce App,Bangalore,eCommerce,Seed Funding,5.3625
2017-03-29,Byju\\xe2\\x80\\x99s,Consumer Internet,Online Education Platform,Bangalore,Consumer Internet,Private Equity,0.0
2017-03-29,Licious,ECommerce,Online Meat Ordering platform,Bangalore,ECommerce,Private Equity,82.5
2017-03-29,Medinfi,Consumer Internet,Doctor & Hospital search Platform,Bangalore,Consumer Internet,Seed Funding,0.4125
2017-03-30,Indus OS,Technology,Mobile OS creator,Mumbai,Technology,Private Equity,0.0
2017-03-30,Emflux Motors,Technology,Electric Motorcycle manufacturer,Bangalore,Technology,Seed Funding,0.0
2017-03-30,Klinic App,Consumer Internet,Pathology & Diagnostic Tests Portal,Gurugram,Consumer Internet,Seed Funding,0.0
2017-03-31,Jhakaas,Consumer Internet,Offline Business Aggregator App,Mumbai,Consumer Internet,Seed Funding,1.27875
2017-03-31,Oriano Solar,Technology,Turnkey Solar Solutions,Mumbai,Technology,Private Equity,24.75
2017-03-31,BigBasket,ECommerce,Online Grocer,Bangalore,ECommerce,Private Equity,57.75
2017-03-31,Rooter,Consumer Internet,Sports engagement platform,Delhi,Consumer Internet,Private Equity,0.0
2017-03-31,FalconBrick,Technology,Real-Estate Workflow mobile app,Bangalore,Technology,Seed Funding,0.0
2017-03-31,Icertis,Technology,ERP solutions provider,Pune,Technology,Private Equity,206.25
2017-02-02,Clodura,Technology,Intelligent Sales Assistant,Pune,Technology,Seed Funding,0.0
